id,full_text,is_real
51,Full statement: John McCain to vote no on Graham-Cassidy health care bill https://t.co/jZgA253vex via @politico #GrahamCassidy,0
52,"Halle Berry (And More) To Join Keanu Reeves In Third 'John Wick' Flick via @forbes by @ScottMendelson https://t.co/IEQnEkQkDH
#KeanuReeves #HalleBerry #JohnWick3",0
53,Jen Aniston’s Split From Justin Theroux – What Brad Pitt Really Thinks About It - https://t.co/3SP5AzGHI4,0
54,Justin Bieber RUINS Selena Gomez Reunion? – Kendall Jenner QUITS Modeling? (Rumor Patrol): https://t.co/n27PzyBEES via @YouTube,0
55,"Eddie Cibrian Cheated On Both LeAnn Rimes &amp; Brandi Glanville — Report: Scheana Marie, the waitress whom Eddie ch... http://t.co/UUHWZncu",0
56,"Kim Kardashian, Kanye West NOT Victims Of Swatting Prank, Despite Report (EXCLUSIVE) https://t.co/ZdrwSG3xit",0
57,"Blake Shelton, Gwen Stefani Marriage Plans ""In Crisis""? https://t.co/2cTZKbiKWT https://t.co/puYZ44UDzc",0
58,Full List of 2018 Oscar Nominations – Variety https://t.co/HB7mHCuhOL,0
59,Anne Hathaway Angering 'Barbie' Movie Producers With Demands? https://t.co/uujeiHZpPD https://t.co/L8F4kto4Ug,0
60,A plastic surgeon weighs in on all of the procedures Kylie Jenner might have had done https://t.co/41Xnp5go9J #PlasticSurgery #Aesthetics https://t.co/OObKbnjdgZ,0
61,"5 Wrong Kylie Jenner, Travis Scott Split Rumors: (Getty Images) While Kylie Jenner shocked… https://t.co/Hz3tb51l9v",0
62,Are They Expecting? Gwen Stefani And Blake Shelton Reportedly Call Off Secret Wedding Plans! https://t.co/UQ0P3p7VSo https://t.co/VaGON03CP1,0
63,Kanye West &amp; Kim Kardashian Are Having ‘Best Sex of their Lives’: He’s So Attracted To Her https://t.co/YfrgK8XDPK https://t.co/dH3NLOioI3,0
64,"A Life So Large: Angie. Kids. Zombies: ""I haven't known life to be happier."" Our June/July cover story: Brad Pitt. http://t.co/BpHYqPqZ9n",0
65,"HollywoodLife Flip-Flops On Prince Harry, Meghan Markle Engagement https://t.co/OyavSbDCQt",0
66,Linkin Park Live Stream – Watch Chester Bennington Tribute Concert Online https://t.co/kF77ayXbyL https://t.co/6HGFue8Bzg,0
67,Katy Perry &amp; Orlando Bloom Reportedly ‘Back On’ After ‘Robsten’ Parties Together In LA https://t.co/YXsieGyo8T,0
68,Cindy Crawford Warned Daughter Kaia Gerber To 'Stay Away' From Justin Bieber? https://t.co/ADlZAha14R,0
69,"Selena Gomez, Brad Pitt NOT Getting ""Cozy"" And ""Flirting"" Behind The Weeknd's Back, Despite Ridiculous Report https://t.co/f1howvmKm0 https://t.co/yZXb6xvSq0",0
70,Celebrity Reactions: Sean Spicer Emmy Awards Appearance | Gossip Cop https://t.co/eCyUjCb8Jh,0
71,Miley Cyrus Claims 'Satan Is A Nice Guy; He's Misunderstood' (...WTF) https://t.co/wsuyT4ospd via @yournewswire,0
72,"On Air with Ryan Seacrest wants to Pay Your Bills! Enter for the chance to win $2500, thanks to the Capital One® Quicksilver® card. #sweepstakes https://t.co/nu4KsG5mmj",0
73,"Variety ♦ Johnny Depp has sued his former business managers, alleging “gross misconduct” that resulted in the… https://t.co/QTmfjEkja4",0
74,Brad Pitt Lost Phone Story Made Up By National Enquirer https://t.co/VovdOCdXk7 https://t.co/sK9RXdBrpf,0
75,Ewan McGregor Scraps UK Talk Show Visit Over Piers Morgan Women’s March Barbs https://t.co/CTCViFvdLj,0
76,"Drew Barrymore, Will Kopelman Back Together? https://t.co/O93Tf37Mjw https://t.co/BLTJYd2csW",0
77,Rihanna: How She Really Feels About Chris Brown Publicly ‘Name Checking Her’ - https://t.co/yYzs1dO0TZ,0
78,Are David &amp; Victoria Beckham Divorcing? The Soccer Star Shut Down The Rumors - Elite Daily https://t.co/x1VeSl6F48,0
79,"Gwen Stefani, Blake Shelton NOT ""Torn Apart"" By Contestant ""Flirtation"" On ""The Voice"" https://t.co/4g3vP7LEUf https://t.co/flF2Z90nIv",0
80,"Biggest Engagement Rings Of 2017 — Cardi B, Caroline Wozniacki &amp; More Celeb Diamond Bling https://t.co/JlI5zookIN #celebrity #gossip",0
81,@LVuittonForever fucking Anna Wintour has a net worth of 35 million! #fashionistabitch,0
82,"Baby- Justin Bieber and Selena Gomez ft. Nick Jonas and Miley ...: Afro Sources - Daily Fresh Source. News, Rumors... http://bit.ly/9GPZ48",0
83,"Princess Diana and John F. Kennedy Jr. Did NOT Have A ""Secret Affair,"" Despite Tabloid Cover Story https://t.co/bUxgCmsYHV https://t.co/4Jzg3UvD7d",0
84,Jason Aldean Net Worth - http://t.co/q5dgJHgIt3,0
85,"As 2016 Begins, Look Back At The 10 Biggest Celebrity Scandals of 2015 https://t.co/H0f472n0KG",0
86,Kim Kardashian says Caitlyn Jenner lied about her father's reasons for defending OJ Simpson… https://t.co/lHGIcQMGtF,0
87,US report: Brad Pitt wins the kids https://t.co/nXn5Lc4fZA,0
88,Pregnant Kourtney Kardashian Hangs out With Justin Bieber Amid Baby Daddy Drama https://t.co/KaXuFeQUfA https://t.co/lpQTTYrlph,0
89,Hugh Hefners 30-year-old wife Crystal Harris will inherit nothing after signing iron-clad… https://t.co/8PslTfvD54 https://t.co/cA2BxJCI3I,0
90,@HuffingtonPost #Kanye West is the most #miserable millionaire in the world. Married to the most famous slut in the world #kimkardashian,0
91,Oscars Nominations 2017: See Full List Of Academy Awards Nominees! https://t.co/Vv31TFZwsi,0
92,https://t.co/cVjb1mJsEE Cheryl admits her Liam Payne split statement was 'cringeworthy' https://t.co/O2SYuOKjCd https://t.co/ddTXdNQVdm,0
93,Khloe Kardashian Gets $7.5k Mommy Gift Basket from Kim and Kourtney https://t.co/kAdav7LIZq via @TMZ.........................................................CAN WE BE DONE READING ABOUT THESE CREATURES PLEASE,0
94,Brad Pitt Threatening To Have Angelina Jolie Committed To Psych Ward? https://t.co/GmANKTPJrQ,0
95,Ben Affleck Reportedly Begging Jennifer Garner For Second Shot At Love: Will She Go Back To Him https://t.co/x8oDiEvYGE https://t.co/ZWhchuZ7yX,0
96,Rihanna keeps her new beau Hassan Jameel smiling in Ibiza | Daily Mail Online this is cool for saudi men. Only?  https://t.co/YIxHNCqU1L,0
97,"https://t.co/mnsak9VWgp Nina Dobrev, Nikki Reed and Ian Somerhalder Have Been Friends All Along https://t.co/tWrAJHbfRk #jamjamtv https://t.co/X6kUwUEsPi",0
98,Katy Perry ends six year beef with Calvin Harris https://t.co/KWP20rFfI1 https://t.co/00o1wilqyr,0
99,Brad Pitt 'Fears Falling In Love Again' After Angelina Jolie Divorce: Keeping It 'Casual' With Co-Star - Hollywood… https://t.co/Fo1WBSv8wR,0
100,Kate Hudson Secretly Married To Danny Fujikawa? https://t.co/E620MuI04O https://t.co/KeIpyCxt4Z,0
101,Ben Affleck Hosting Dinner Parties For Single Women? https://t.co/AbzEjuZ3cZ https://t.co/eZAFIl1mhs,0
102,Dolly Parton: California’s ‘Biblical Disasters’ Punishment For ‘Embracing Satan’ - https://t.co/j5ikzWtcLB,0
103,"Ben Affleck Was on a ‘Bender’ Before Jennifer Garner Took Him to Rehab, Source Says https://t.co/ficAGsSU5a",0
104,"Fergie Gives Birth To First Black Eyed Pea! Singer And Husband Josh Duhamel Welcome Baby Boy Axl Jack 
http://t.co/7aLsq5BR8R",0
105,Jennifer Aniston's 'tearful' meeting with Justin Theroux's ex - New York Post: New York Pos... http://t.co/mitPccZf http://t.co/8hxMIhDk,0
106,Crushing On Chris! Inside Angelina Jolie’s Secret Plan To Woo Heartthrob Hemsworth https://t.co/TCk4kawAoh,0
107,"Brad Pitt NOT Having Baby With Charlotte Casiraghi, Despite Report https://t.co/tAUWC9Z4dp",0
108,Celebrities React: Donald Trump Accuses Barack Obama Of Wire Tapping Trump Tower https://t.co/r8mGxMuKuN https://t.co/FKBj6PpNHy,0
109,Gwen Stefani: Dumped By Blake Shelton! Blindsided and Heartbroken! https://t.co/C02JcTzH4S,0
110,"Nicole Kidman NOT Anorexic Over Marriage Problems, Despite Report https://t.co/tZmMVeDyAm https://t.co/fNgBIh1dBf",0
111,#JenniferAniston Regains Leverage In #JustinTheroux Marriage: #BradPitt Contact With Jen Sends Justin a Message https://t.co/pXBb0wNdVe,0
112,Definitive Proof That Justin Timberlake &amp; Jessica Biel Are Stronger Than Ever https://t.co/yk9sCizg4W #beauty https://t.co/On9gn4tF6n,0
113,SuperUs: Great news from Sunrise. A customer service specialist finally found out why there was an advertisement in the voice mail. The balance of pre-paid SIM card is empty. @adamlevine @realDonaldTrump @jrridinger @BillGates @WarrenBuffett @BTS_twt @KylieJenner,0
114,Trump caves: Rescinds Rules on Bathrooms for Transgender Students https://t.co/Q5Z6PgRG70,0
115,MTO WORLD EXCLUSIVE: Miley Cyrus And Jennifer Hudson START FIGHTING Backstage At THE VOICE . . . Jennifer Tried... https://t.co/N8IqlSKSZM,0
116,"Katharine McPhee, David Foster's Relationship NOT Fake, Despite Report https://t.co/RA0uXQwGls https://t.co/1FCiK6j9gg",0
117,Kylie Jenner Wants to 'Be Out of the Spotlight' Until Baby's Birth to 'Focus on Health &amp; Happiness': Source https://t.co/UdZ4ELqlWm #actors #famous #celebs,0
118,So Shia Leboufs he will not divide us live camera is now located at the el Rey theater in ABQ. Guess he's out running around the town,0
119,Kim Kardashian Nude Cookbook Claim Is Late And Wrong https://t.co/m2UINTllmE,0
120,"Jamie Foxx Is ""Upset"" That Katie Holmes and Joshua Jackson Are Talking Again (EXCLUSIVE) https://t.co/MIVtqiKASc https://t.co/vuQO113G6n",0
121,"Beyonce and Jay-Z hang out backstage with DJ Khaled and his son Asahd
See here &gt;&gt; https://t.co/0r57HBew90

#Beyonce #JayZ #DJKhaled https://t.co/v98lvK8goF",0
122,Kris Jenner And Corey Gamble Party In Monaco – See The Photos https://t.co/dutfOb8t1z,0
123,"#MeghanMarkle, #PrinceHarry #RoyalWedding: #Fact Vs. #Fiction https://t.co/4ABn5UlNYz via @YouTube",0
124,"HollywoodLife Flip-Flops On Selena Gomez, The Weeknd Birthday Celebration, Site Caught Lying Again https://t.co/hjXKrbv185",0
125,"Brad Pitt, Ruth Negga Romance Made Up https://t.co/YEMr7bA6lQ https://t.co/kdSlh5Y18B",0
126,"Kris Jenner NOT Turning Paris Jackson Into Reality Star, Despite Report https://t.co/4RxHGabMLf",0
127,"Kim Kardashian, Beyonce Feud Over Baby Gifts NOT True https://t.co/Jygcxe57fl https://t.co/in1JVkLDQ0",0
128,"Amazing story from @HatchingChange . Teri Hatcher says Star Magazine said they had a story about her being homeless and broke and living in her fan. She told them it was 100% demonstrably false....and they printed it anyway.
On #InternationalWomensDay she says this must stop ! https://t.co/8iCXdpmsmM",0
129,Scott Disick Pinches Sofia Richie’s Butt As She Giggles During Date 3 Weeks After Cheating Rumors - https://t.co/qht3TXT7d9,0
130,No Cinderella: Margo Jefferson on the real Meghan Markle https://t.co/uxWVt13Kqs,0
131,"Lena Dunahm, Jack Antonoff NOT Headed For Split, Despite Report https://t.co/1CapPSqIUp https://t.co/3HJOolSdvx",0
132,I hate how the magazines won't let @KimKardashian and Chris have there divorce in piece!!! I mean just leave them alone and have a normal 1.,0
133,"5 Wrong Rumors About Ben Affleck, Matt Damon Friendship https://t.co/2h4OYxeEdl https://t.co/7D4Qe4HCCG",0
134,"Angelina Jolie Developed Bell’s Palsy After Brad Pitt Split, Causing Face To Droop https://t.co/VYZttUNhVR",0
135,"Kris Jenner making Harry Styles leave One Direction because he should focus more on Kylie. Please do us all a favour and dump her, Harry.",0
136,"@malpaso Um, exuse me. Disinterest in the arts? Hello, American Idol? Dancing with the Stars? The New Gong Show? You need to watch more TV.",0
137,Anna Faris Uncomfortable Watching Chris Pratt and Zoe Saldana's Romantic Scenes In 'Guardians of the Galaxy Vol. 2'? https://t.co/UeXIHXGnqb https://t.co/a6cFx97W1C,0
138,I added a video to a @YouTube playlist https://t.co/rdW6Yh5I28 Kim Kardashian Gets Hysterical Over Lost Earring on Kardashians Latest,0
139,Report: Obama Pleads With Jay-Z to Prevent Other Hip Hop Artists Meeting With Trump Outrageous if true .Now JayZ is playing Obama henchman they are really scared https://t.co/BXMAnDC3ot via @realalexjones,0
140,Nick Grimshaw is spilling on A-listers - Angelina Jolie is 'cold' and Will Smith 'fake nice' - https://t.co/m7fRIFWsjj https://t.co/cfrkL5r7kn,0
141,Camilla Parker Bowles Warns Meghan Markle Not To Marry Prince Harry Is Fake News https://t.co/7TohjAtgh7,0
142,15 Secrets Behind Nina Dobrev And Ian Somerhalder’s Relationship https://t.co/jtwFhyXeOC https://t.co/tHtmmdWZO4,0
143,Kate Middleton Stolen Underwear Story Is Fake News https://t.co/nSrnOqQSmS,0
144,"Gwen Stefani ""Brought To Tears"" Over Blake Shelton Sharing Guitar Passion With Sons Is Made Up https://t.co/OWUwPKQvVe https://t.co/NM6kkx6XRD",0
145,"George Clooney, Amal Clooney NOT Headed For Split, Despite Report https://t.co/ouixCbksQc https://t.co/5U96LwmO4h",0
146,"Here's everyone Donald Trump has called ""overrated"" on Twitter since 2012. https://t.co/oPdxFpfUTg https://t.co/sB8fKGlr5o",0
147,@justinbieber why did you break up with Selena Gomez. And first why did you date her in the first place!!! are you out of your mind Luv ya,0
148,"Brad Pitt, Angelina Jolie and the search for the perfect PR Hollywood divorce https://t.co/zRlwfkJJ7c",0
149,"Mariah Carey’s New Year’s Eve Mishap NOT Caused By Drugs And Alcohol, Despite Report https://t.co/kAaNkXyjXw",0
150,"Cher NOT Worried Chaz Bono Will Die From Weight Issues, Despite Fake News Story https://t.co/ejDRCTEiCi",0
151,My Valentine is Keeping up with the Kardashians❤️⭐️ I would freak out if they like this!!🙈@KimKardashian @khloekardashian @robkardashian @KrisJenner @KUWTK #LOVE https://t.co/JTr5iRG8xk,0
152,Fans React: U2 Cancels St. Louis Concert Amid Police Protests https://t.co/RsXhGrJneR #u2stlouis #STLVerdict #Stockley https://t.co/SAxnnxRvwk,0
153,Tom Cruise's ex-wife Katie Holmes has reportedly hired a 'dating coach' http://t.co/U34iR1Ot,0
154,Selena Gomez Betraying “Mentor” Jennifer Aniston With Justin Theroux Is Fake News https://t.co/4TDHR13TtM https://t.co/Q01IYBtnEX,0
155,"The top 5 celebrity feuds of 2016: #3 - @KylieJenner V @BLACCHYNA. It could well be the biggest of 2017, too! SummerFling @RedBalloonTeam https://t.co/r7MG2m5ZdS",0
156,"#JRod - Jennifer Lopez and Alex Rodriguez share their views on Love, Beauty and Redemption with Vanity Fair.... https://t.co/6Jb1BnHyhy",0
157,Latest News: : Who's net worth is more Jennifer Lopez or Marc Anthony? http://bit.ly/9MQ4bs,0
158,SNL's Colin Jost Calls Scarlett Johansson His Girlfriend for the First Time on Television - Us Weekly https://t.co/BV6ZexLwMK https://t.co/XT3eUA4beQ,0
159,"AJC: Celebs, John Lewis, other politicians react as ABC cancels ‘Roseanne’ ... https://t.co/qCsUru5nxp",0
160,Jessica Simpson Net Worth: Singer-Actress Who Tied The Knot With Eric Johnson This Fourth of July  Is A Billionaire?: http://t.co/jpp2EiLs0C,0
161,Is Kathy Griffin's Career Over? Top Crisis Managers Weigh In https://t.co/iQwLzwjAyK https://t.co/5mzpKWKxGD,0
162,"Got the biggest kick outta the chair George Clooney was building for his wife, especially since rumor is, it was based off a real person",0
163,"Alex Rodriguez says if you want Jennifer Lopezs love, you have to answer her calls https://t.co/0jBeUoaBmR https://t.co/6vrX5toaxe",0
164,Angelina Jolie “Furious” Over Brad Pitt “Girlfriend” Neri Oxman? - Gossip Cop https://t.co/RX5FOEiRSm,0
165,"Blake Shelton Says He Has a ""Stronger Bond"" With Gwen Stefani Every Day https://t.co/lhxPAb7HMW",0
166,"Sure, Kate Middleton Looks Great — But Let’s Talk About What Giving Birth Really Does To Women’s Bodies https://t.co/zzQKRSvrhh via @cloeax from @cogwbur",0
167,Mariah Carey Refuses To Let Bryan Tanaka See Her Without Clothes On Is Made-Up Story https://t.co/9hEjXo4OPz,0
168,Britney Spears and Her BF Do the Craziest Couples Workout You've Ever Seen https://t.co/1tCBiswura,0
169,"Famous TV feuds: The celebrities who can't get along off-screen https://t.co/jOPrgy4pF3 : April 08, 2017 at 12:53AM via mikejulietbravo",0
170,Brad Pitt and uni professor Neri Oxman 'have been seeing each other for SIX months' following Angelina Jolie split - The Sun https://t.co/jvZJa00TL6,0
171,Angelina Jolie Is Secretly Dating a Handsome Older Guy https://t.co/77kDg0FXAt https://t.co/adC67WOiV6,0
172,Victoria Beckham ‘worried’ about husband David Beckham partying with wild It girl Lady Mary Charteris https://t.co/09tt52wDMK https://t.co/qIi6wAdEl9,0
173,"Well, Well, Well, Justin Theroux Is Hanging Out With Aubrey Plaza https://t.co/K4uhIy6tYV",0
174,Taylor Swift Upset Ed Sheeran Slept With Members Of Her Girl Squad? The Truth https://t.co/oKcHmVCc9B https://t.co/nU8Ty9CFG4,0
175,Cougar Angelina Jolie Sinks Her Claws Into Hottie Garrett Hedlund https://t.co/Oe3NYII59f,0
176,Brad Pitt and Jennifer Aniston might see each other at film festival (via Celebitchy): Fafa points fo.. http://tinyurl.com/656vv7,0
177,"Finally, Kim Kardashian admits her selfie obsession is ""ridiculous."" But she's not stopping anytime soon http://t.co/XyJGi59OU0",0
178,"@THR Cover: Jennifer Aniston Reveals Struggles With Dyslexia, Anger; Shrugs Off Oscar Snub http://t.co/mb44m52Ubx http://t.co/oCrwnU22f4",0
179,Should Angelina Jolie Be Concerned About Bulging Veins In Arms &amp; Legs? — Surgeon Speaks https://t.co/6D5eNzBxUK #celebrity #gossip,0
180,Richard Gere hajléktalannak öltözött és kiült kéregetni. Így reagáltak a járókelők! https://t.co/JynBFqOMMw,0
181,Jennifer Lopez and Alex Rodriguez Celebrate Christmas in Miami with Their Families https://t.co/ex8kJ1N29G,0
182,Caitlyn Jenner’s Reassignment Surgery: Inside Her ‘Reclusive’ Healing Process https://t.co/D4Q5NbwciE https://t.co/1IWizZ3ABf,0
183,Brad Pitt Rents Summer Love Nest For His Brainy Beauty - The National Enquirer https://t.co/ivPybaq6W7,0
184,"EXCLUSIVE - Rep: Kanye West Currently Has No Plans For Taylor Swift Diss Track Response, Despite Report https://t.co/ZHyVu3g6Ag https://t.co/WeHntFkkEc",0
185,Tom Cruise Dating In Disguise?! https://t.co/KcEdL6O3TY https://t.co/dR7O1P9SSJ,0
186,@angelinajolie are you and brad pitt getting back together? or is he stuck with ugly jennifer aniston?,0
187,Justin Bieber’s tour cancellation: ‘I want to be sustainable’ https://t.co/KayanxKmLe,0
188,Prince Harry &amp; Meghan Markle Have First Fight After Engagement Over Prenup https://t.co/uIa6Rg3zlk via Cargohub.ng,0
189,Selena Gomez &amp; Justin Bieber Have ‘Epic’ New Year’s Eve Plans https://t.co/YPjhV6GwrY,0
190,"Celebrities react to white nationalists rally in Charlottesville, Va. https://t.co/8MNdg37YWc",0
191,Margot Robbie Net Worth http://t.co/9Girm3LhRC,0
192,"Another big day here in Miami! Daryl Johnston, Emmitt Smith, Jerome Bettis, Marcus Allen, Mike Haynes, Michael Strahan & Sam Bradford today!",0
193,Nick Viall &amp; Vanessa Grimaldi Split: Why ‘They Never Had A Chance Of Making It Work’ https://t.co/fgfCF4Nll1 #celebrity #gossip,0
194,#JAYZ Reveals Why He and #Beyonce Chose the Names Rumi and Sir for Their Twins #RumiandSir #celebritybaby https://t.co/Fn2nVguDbd,0
195,Selena's Hell! Gomez Goes To Rehab As Friends Fear Another Drug Relapse - Radar Online https://t.co/w7sBM3Zjrw #Klonopin #News,0
196,homedailynews.com  Justin Bieber Was Caught up Kissing His Fan bieber Looks like Selena Gomez is not the only woman c.. http://bit.ly/g6AOar,0
197,"More Drama In Beyonce Delivery Room
http://t.co/7yhg7z4F",0
198,"Angelina Jolie's fiancee Brad has obsession with French jam 
http://t.co/KzDDnqZ5c6",0
199,The Spice Girls reportedly set for 2018 reunion and new album https://t.co/gNTyLRqJ40 #Hot https://t.co/1c0wfDIdgi,0
200,Brad Pitt Upset Over Angelina Jolie’s Rumored Plans To Adopt? — Would He Adopt Again Too? — Hollywood Life https://t.co/859HEKVKDz https://t.co/LMAyJL4oAz,0
201,"Angelina Jolie Never Considered Reuniting With Brad Pitt, Despite Fake News Story https://t.co/JN6mtBplSE",0
202,Is Lindsay Lohan opening a second club in Greece? https://t.co/4SgZLAF0dV #GO 🇬🇷,0
203,Kim Kardashian Slams 'Liar' Caitlyn Jenner for Comments About Late Father Robert: 'She Is Not a Good Person' https://t.co/Su2OzgfqRp #cele…,0
204,"Hoda Kotb Says She Still 'Keeps in Touch' with Matt Lauer After His Today Show Firing
 https://t.co/fuAIm26fQA",0
205,"Celebrity Rumor Mill: Gossip Cop debunks the most ridiculous celebrity rumors of the week, from Jennifer Garner's... http://yhoo.it/bq20dZ",0
206,Gigi Hadid Begs Zayn Malik to Quit Touring Due to Severe Panic Attacks (EXCLUSIVE) https://t.co/ibgd8dI57z https://t.co/g7KTn9hOxg,0
207,Ariel Winter’s Friends Worried She’s About To Elope With Levi Meaden? https://t.co/3dWDZSCNM7 https://t.co/PBBvH5FkQe,0
